query_id	reference_rbp_id	blast_present	pident	coverage	evalue	bitscore	raw_blast_score	best_blast_outgroup	outgroup_blast_score	effective_blast_score	tree_distance	raw_phylogeny_score	best_phylogeny_outgroup	outgroup_phylogeny_distance	outgroup_phylogeny_score	effective_phylogeny_score	structure_present	foldseek_evalue	foldseek_bits	alntmscore	qtmscore	ttmscore	rmsd	raw_structural_score	best_structural_outgroup	outgroup_structural_score	effective_structural_score	rbp_score
query6|Escherichia|Escherichia_phage_phiC120	P49714|Escherichia|Bacteriophage_K1E|Podo|RBP	no	NA	NA	NA	NA	0.0	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	1.5327199999999999	0.39483243311538585	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	0.0	1.0	0.24483243311538586	yes	0.2453	28.0	0.3132	0.3032	0.2185	8.089	0.2675646209704038	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.06756462097040378	0.08823395666700798
query6|Escherichia|Escherichia_phage_phiC120	YP_654148.1|Escherichia|Bacteriophage_K1-5|Podo|RBP	no	NA	NA	NA	NA	0.0	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	1.5286499999999998	0.39546793743697234	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	0.0	1.0	0.24546793743697234	no	NA	NA	NA	NA	NA	NA	0.0	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	0.061366984359243086
query6|Escherichia|Escherichia_phage_phiC120	P08234|Enterobacteria|Bacteriophage_M1|Podo|RBP	no	NA	NA	NA	NA	0.0	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	1.55342	0.39163161563706717	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	0.0	1.0	0.24163161563706717	yes	0.2135	16.0	0.2929	0.1689	0.288	6.08	0.20056858757062146	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0005685875706214483	0.060635338937515375
query6|Escherichia|Escherichia_phage_phiC120	pdb_00008xci|Escherichia|Bacteriophage_lambda|Sipho|RBP	no	NA	NA	NA	NA	0.0	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	1.6097199999999998	0.3831828701929709	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	0.0	1.0	0.23318287019297093	yes	0.1561	20.0	0.2451	0.2137	0.1127	7.051	0.20522163457955533	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.005221634579555323	0.06038437138006486
query6|Escherichia|Escherichia_phage_phiC120	Q04830|Escherichia|Bacteriophage_K1F|Podo|RBP	no	NA	NA	NA	NA	0.0	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	1.5815299999999999	0.38736718147765087	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	0.0	1.0	0.23736718147765087	no	NA	NA	NA	NA	NA	NA	0.0	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	0.05934179536941272
query6|Escherichia|Escherichia_phage_phiC120	P12528|Salmonella|Bacteriophage_P22|Podo|RBP	no	NA	NA	NA	NA	0.0	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	1.69917	0.3704842599762149	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	0.0	1.0	0.22048425997621493	yes	0.1771	19.0	0.259	0.2055	0.1706	8.264	0.20203894645941278	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0020389464594127715	0.05593664357781884
query6|Escherichia|Escherichia_phage_phiC120	APZ82848.1|Klebsiella|Bacteriophage_K5-4|Myo|RBP	no	NA	NA	NA	NA	0.0	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	1.70677	0.36944402368875084	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	0.0	1.0	0.21944402368875085	no	NA	NA	NA	NA	NA	NA	0.0	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	0.05486100592218771
query6|Escherichia|Escherichia_phage_phiC120	Q858F5|Salmonella|Bacteriophage_epsilon15|Podo|RBP	no	NA	NA	NA	NA	0.0	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	2.3016099999999997	0.3028825330672006	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	0.0	1.0	0.1528825330672006	yes	0.1942	24.0	0.2688	0.2613	0.1489	8.093	0.23328494116353238	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.03328494116353237	0.0515346097322131
query6|Escherichia|Escherichia_phage_phiC120	Q9G0B4|Escherichia|Bacteriophage_AR1|Podo|RBP	no	NA	NA	NA	NA	0.0	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	1.86963	0.34847698135299676	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	0.0	1.0	0.19847698135299677	yes	0.1969	14.0	0.2681	0.1544	0.2673	6.218	0.18533850651149902	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	0.04961924533824919
query6|Escherichia|Escherichia_phage_phiC120	YP_654147.1|Escherichia|Bacteriophage_K1-5|Podo|RBP	no	NA	NA	NA	NA	0.0	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0	1.97535	0.3360949132034887	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	0.0	1.0	0.18609491320348873	yes	0.1712	18.0	0.2894	0.1934	0.1663	7.312	0.2075815976900866	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	1.0	0.0075815976900865945	0.04955636737690682
