query_id	reference_rbp_id	blast_present	pident	coverage	evalue	bitscore	raw_blast_score	best_blast_outgroup	outgroup_blast_score	effective_blast_score	tree_distance	raw_phylogeny_score	best_phylogeny_outgroup	outgroup_phylogeny_distance	outgroup_phylogeny_score	effective_phylogeny_score	structure_present	foldseek_evalue	foldseek_bits	alntmscore	qtmscore	ttmscore	rmsd	raw_structural_score	best_structural_outgroup	outgroup_structural_score	effective_structural_score	rbp_score
query1|unknown_host1|phage_test1	P12528|Salmonella|Bacteriophage_P22|Podo|RBP	no	NA	NA	NA	NA	0.0	NA	0.0	0.0	2.71337	0.26929716133862236	OUTGROUP_CAPSID_01|Escherichia_phage_T4|major_head_protein|NP_049787.1|OUTGROUP	1.49069	0.4014951680056531	0.2090728861377744	yes	0.54	73.0	0.8036	0.7543	0.3545	3.336	0.6643554612546125	NA	0.0	0.6643554612546125	0.3180104060362886
query1|unknown_host1|phage_test1	Q858F5|Salmonella|Bacteriophage_epsilon15|Podo|RBP	no	NA	NA	NA	NA	0.0	NA	0.0	0.0	3.07381	0.2454704564032196	OUTGROUP_CAPSID_01|Escherichia_phage_T4|major_head_protein|NP_049787.1|OUTGROUP	1.49069	0.4014951680056531	0.18524618120237163	yes	0.4621	70.0	0.7623	0.7311	0.2252	3.838	0.6355793964448119	NA	0.0	0.6355793964448119	0.30054330387851763
query1|unknown_host1|phage_test1	P07537|Bacillus|Bacteriophage_PZA|Podo|RBP	no	NA	NA	NA	NA	0.0	NA	0.0	0.0	3.10136	0.24382156162833793	OUTGROUP_CAPSID_01|Escherichia_phage_T4|major_head_protein|NP_049787.1|OUTGROUP	1.49069	0.4014951680056531	0.18359728642748996	yes	0.4608	66.0	0.7675	0.6898	0.2593	3.772	0.6170611483654651	NA	0.0	0.6170611483654651	0.2927237809530585
query1|unknown_host1|phage_test1	YP_009880322.1|Escherichia|Bacteriophage_ep75|Sipho|RBP	no	NA	NA	NA	NA	0.0	NA	0.0	0.0	4.1742799999999995	0.19326360382507327	OUTGROUP_CAPSID_01|Escherichia_phage_T4|major_head_protein|NP_049787.1|OUTGROUP	1.49069	0.4014951680056531	0.1330393286242253	yes	0.5183	71.0	0.7601	0.7512	0.323	4.042	0.6432967988893297	NA	0.0	0.6432967988893297	0.2905785517117882
query1|unknown_host1|phage_test1	AEL79676.1|Escherichia|Bacteriophage_vB_EcoP_G7C|Podo|RBP	no	NA	NA	NA	NA	0.0	NA	0.0	0.0	3.71935	0.2118935870405882	OUTGROUP_CAPSID_01|Escherichia_phage_T4|major_head_protein|NP_049787.1|OUTGROUP	1.49069	0.4014951680056531	0.15166931183974022	yes	0.4685	70.0	0.7442	0.7399	0.2356	4.367	0.6304747661635923	NA	0.0	0.6304747661635923	0.290107234425372
query1|unknown_host1|phage_test1	P20345|Bacillus|Bacteriophage_phi-29|Podo|RBP	no	NA	NA	NA	NA	0.0	NA	0.0	0.0	3.10427	0.24364868782999172	OUTGROUP_CAPSID_01|Escherichia_phage_T4|major_head_protein|NP_049787.1|OUTGROUP	1.49069	0.4014951680056531	0.18342441262914375	yes	0.4615	66.0	0.73	0.6907	0.2599	3.825	0.6058007772020726	NA	0.0	0.6058007772020726	0.288176414038115
query1|unknown_host1|phage_test1	O09496|Escherichia|Bacteriophage_K5|Podo|RBP	no	NA	NA	NA	NA	0.0	NA	0.0	0.0	2.65865	0.27332486026266517	OUTGROUP_CAPSID_01|Escherichia_phage_T4|major_head_protein|NP_049787.1|OUTGROUP	1.49069	0.4014951680056531	0.2131005850618172	yes	0.4798	63.0	0.6846	0.6606	0.3355	4.426	0.5725395650571322	NA	0.0	0.5725395650571322	0.2822909722883072
query1|unknown_host1|phage_test1	Q9XJP3|Shigella|Bacteriophage_Sf6|Podo|RBP	no	NA	NA	NA	NA	0.0	NA	0.0	0.0	3.42897	0.22578613086112576	OUTGROUP_CAPSID_01|Escherichia_phage_T4|major_head_protein|NP_049787.1|OUTGROUP	1.49069	0.4014951680056531	0.16556185566027778	yes	0.5121	66.0	0.7067	0.7027	0.3674	4.657	0.5987144281421247	NA	0.0	0.5987144281421247	0.28087623517191934
query1|unknown_host1|phage_test1	YP_512279.1|Escherichia|Bacteriophage_phiV10|Sipho|RBP	no	NA	NA	NA	NA	0.0	NA	0.0	0.0	3.9754399999999994	0.20098724936890008	OUTGROUP_CAPSID_01|Escherichia_phage_T4|major_head_protein|NP_049787.1|OUTGROUP	1.49069	0.4014951680056531	0.1407629741680521	yes	0.4727	68.0	0.7252	0.7123	0.264	3.972	0.6139352614641995	NA	0.0	0.6139352614641995	0.28076484812769287
query1|unknown_host1|phage_test1	AEM91898.1|Escherichia|Bacteriophage_Cba120|Sipho|RBP	no	NA	NA	NA	NA	0.0	NA	0.0	0.0	3.8914	0.20444044649793516	OUTGROUP_CAPSID_01|Escherichia_phage_T4|major_head_protein|NP_049787.1|OUTGROUP	1.49069	0.4014951680056531	0.1442161712970872	yes	0.5137	67.0	0.7222	0.7056	0.359	3.95	0.6098640404040404	NA	0.0	0.6098640404040404	0.27999965898588797
